colony_number,block,date,treatment,triad,experiment_census_day,colony_alive,queen_alive,gyne_larvae_pupae,worker_larvae_pupae,worker_number,nectar_pot_number,male_number,gyne_number,wax_moth
,,,,,,,,,,,,,,
51,1,19/07/2022,sivanto,1,91,N,N,N,N,0,0,0,0,N
7,1,19/07/2022,sivanto,2,91,N,N,N,N,0,0,0,0,N
34,1,19/07/2022,control,1,91,N,N,N,N,0,0,0,0,N
17,1,19/07/2022,flup,2,91,N,N,N,N,0,0,0,0,N
117,1,19/07/2022,flup,3,91,N,N,N,N,0,0,0,0,N
8,1,19/07/2022,control,2,91,N,N,N,N,0,0,0,0,N
185,1,19/07/2022,control,3,91,N,N,N,N,0,0,0,0,N
57,1,19/07/2022,flup,1,91,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
12,1,19/07/2022,sivanto,3,91,N,N,N,N,0,0,0,0,N
171,1,19/07/2022,sivanto,4,91,N,N,N,N,0,0,0,0,N
177,1,19/07/2022,flup,4,91,N,N,N,N,0,0,0,0,N
116,1,19/07/2022,control,4,91,N,N,N,N,0,0,0,0,N
,,,,,,,,,,,,,,
198,3,20/07/2022,flup,12,84,Y,N,N,Y,18,1,15,0,N
83,3,20/07/2022,sivanto,11,84,N,N,N,N,0,0,0,0,N
159,3,20/07/2022,sivanto,10,84,N,N,N,N,0,0,0,0,N
77,3,20/07/2022,flup,11,84,N,N,N,N,0,0,0,0,N
105,3,20/07/2022,control,9,84,N,N,N,N,0,0,0,0,N
181,3,20/07/2022,flup,9,84,N,N,N,N,0,0,0,0,N
72,3,20/07/2022,control,12,84,N,N,N,N,0,0,0,0,N
197,3,20/07/2022,sivanto,9,84,N,N,N,Y,2,0,0,0,Y
174,3,20/07/2022,sivanto,12,84,N,N,N,N,0,0,0,0,N
203,3,20/07/2022,control,11,84,N,N,N,Y,6,0,0,0,N
123,3,20/07/2022,flup,10,84,N,N,N,N,0,0,0,0,N
4,3,20/07/2022,control,10,84,N,N,N,N,0,0,0,0,N
,,,,,,,,,,,,,,
96,2,21/07/2022,control,5,91,N,N,N,N,0,0,0,0,N
76,2,21/07/2022,sivanto,5,91,N,N,N,N,0,0,0,0,N
46,2,21/07/2022,flup,5,91,N,N,N,N,0,0,0,0,N
104,2,21/07/2022,sivanto,6,91,N,N,N,N,0,0,0,0,N
87,2,21/07/2022,control,6,91,N,N,N,N,0,0,0,0,N
33,2,21/07/2022,control,7,91,N,N,N,N,0,0,0,0,N
170,2,21/07/2022,flup,7,91,N,N,N,N,0,0,0,0,N
119,2,21/07/2022,flup,8,91,N,N,N,N,0,0,0,0,N
124,2,21/07/2022,flup,6,91,N,N,N,N,0,0,0,0,N
131,2,21/07/2022,control,8,91,N,N,N,N,0,0,0,0,N
127,2,21/07/2022,sivanto,7,91,N,N,N,N,0,0,0,0,N
143,2,21/07/2022,sivanto,8,91,N,N,N,N,0,0,0,0,N
,,,,,,,,,,,,,,
42,4,22/07/2022,sivanto,13,77,N,N,N,N,0,0,0,0,N
39,4,22/07/2022,control,13,77,N,N,N,N,0,0,0,0,N
79,4,22/07/2022,control,15,77,N,N,N,N,0,0,0,0,N
84,4,22/07/2022,sivanto,15,77,N,N,N,N,0,0,0,0,N
134,4,22/07/2022,flup,13,77,Y,Y,N,N,8,0,0,0,N
163,4,22/07/2022,sivanto,14,77,N,N,N,N,0,0,0,0,N
176,4,22/07/2022,sivanto,16,77,Y,N,N,Y,20,0,5,0,N
194,4,22/07/2022,flup,14,77,N,N,N,N,0,0,0,0,N
214,4,22/07/2022,control,16,77,Y,N,N,Y,15,0,1,0,N
248,4,22/07/2022,control,14,77,N,N,N,N,0,0,0,0,N
237,4,22/07/2022,flup,15,77,N,N,N,N,0,0,0,0,N
229,4,22/07/2022,flup,16,77,N,N,N,N,0,0,0,0,N
,,,,,,,,,,,,,,
75,5,25/07/2022,control,20,77,N,N,N,N,0,0,0,0,N
118,5,25/07/2022,control,18,77,N,N,N,N,0,0,0,0,N
135,5,25/07/2022,sivanto,19,77,N,N,N,N,0,0,0,0,N
140,5,25/07/2022,flup,18,77,N,N,N,N,0,0,0,0,N
191,5,25/07/2022,flup,17,77,N,N,N,N,0,0,0,0,N
216,5,25/07/2022,control,17,77,N,N,N,N,0,0,0,0,N
250,5,25/07/2022,sivanto,20,77,N,N,N,N,0,0,0,0,N
314,5,25/07/2022,sivanto,17,77,N,N,N,N,0,0,0,0,N
315,5,25/07/2022,flup,20,77,N,N,N,N,0,0,0,0,N
264,5,25/07/2022,sivanto,18,77,N,N,N,N,0,0,0,0,N
277,5,25/07/2022,control,19,77,N,N,N,N,0,0,0,0,N
300,5,25/07/2022,flup,19,77,N,N,N,N,0,0,0,0,N
,,,,,,,,,,,,,,
51,1,26/07/2022,sivanto,1,98,N,N,N,N,0,0,0,0,N
7,1,26/07/2022,sivanto,2,98,N,N,N,N,0,0,0,0,N
34,1,26/07/2022,control,1,98,N,N,N,N,0,0,0,0,N
17,1,26/07/2022,flup,2,98,N,N,N,N,0,0,0,0,N
117,1,26/07/2022,flup,3,98,N,N,N,N,0,0,0,0,N
8,1,26/07/2022,control,2,98,N,N,N,N,0,0,0,0,N
185,1,26/07/2022,control,3,98,N,N,N,N,0,0,0,0,N
57,1,26/07/2022,flup,1,98,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
12,1,26/07/2022,sivanto,3,98,N,N,N,N,0,0,0,0,N
171,1,26/07/2022,sivanto,4,98,N,N,N,N,0,0,0,0,N
177,1,26/07/2022,flup,4,98,N,N,N,N,0,0,0,0,N
116,1,26/07/2022,control,4,98,N,N,N,N,0,0,0,0,N
,,,,,,,,,,,,,,
198,3,27/07/2022,flup,12,91,N,N,N,Y,5,2,0,0,N
83,3,27/07/2022,sivanto,11,91,N,N,N,N,0,0,0,0,N
159,3,27/07/2022,sivanto,10,91,N,N,N,N,0,0,0,0,N
77,3,27/07/2022,flup,11,91,N,N,N,N,0,0,0,0,N
105,3,27/07/2022,control,9,91,N,N,N,N,0,0,0,0,N
181,3,27/07/2022,flup,9,91,N,N,N,N,0,0,0,0,N
72,3,27/07/2022,control,12,91,N,N,N,N,0,0,0,0,N
197,3,27/07/2022,sivanto,9,91,N,N,N,N,0,0,0,0,N
174,3,27/07/2022,sivanto,12,91,N,N,N,N,0,0,0,0,N
203,3,27/07/2022,control,11,91,N,N,N,N,0,0,0,0,N
123,3,27/07/2022,flup,10,91,N,N,N,N,0,0,0,0,N
4,3,27/07/2022,control,10,91,N,N,N,N,0,0,0,0,N
,,,,,,,,,,,,,,
96,2,28/07/2022,control,5,98,N,N,N,N,0,0,0,0,N
76,2,28/07/2022,sivanto,5,98,N,N,N,N,0,0,0,0,N
46,2,28/07/2022,flup,5,98,N,N,N,N,0,0,0,0,N
104,2,28/07/2022,sivanto,6,98,N,N,N,N,0,0,0,0,N
87,2,28/07/2022,control,6,98,N,N,N,N,0,0,0,0,N
33,2,28/07/2022,control,7,98,N,N,N,N,0,0,0,0,N
170,2,28/07/2022,flup,7,98,N,N,N,N,0,0,0,0,N
119,2,28/07/2022,flup,8,98,N,N,N,N,0,0,0,0,N
124,2,28/07/2022,flup,6,98,N,N,N,N,0,0,0,0,N
131,2,28/07/2022,control,8,98,N,N,N,N,0,0,0,0,N
127,2,28/07/2022,sivanto,7,98,N,N,N,N,0,0,0,0,N
143,2,28/07/2022,sivanto,8,98,N,N,N,N,0,0,0,0,N
,,,,,,,,,,,,,,
42,4,29/07/2022,sivanto,13,84,N,N,N,N,0,0,0,0,N
39,4,29/07/2022,control,13,84,N,N,N,N,0,0,0,0,N
79,4,29/07/2022,control,15,84,N,N,N,N,0,0,0,0,N
84,4,29/07/2022,sivanto,15,84,N,N,N,N,0,0,0,0,N
134,4,29/07/2022,flup,13,84,N,N,N,N,0,0,0,0,N
163,4,29/07/2022,sivanto,14,84,N,N,N,N,0,0,0,0,N
176,4,29/07/2022,sivanto,16,84,N,N,N,N,6,1,0,0,N
194,4,29/07/2022,flup,14,84,N,N,N,N,0,0,0,0,N
214,4,29/07/2022,control,16,84,N,N,N,N,9,0,0,0,N
248,4,29/07/2022,control,14,84,N,N,N,N,0,0,0,0,N
237,4,29/07/2022,flup,15,84,N,N,N,N,0,0,0,0,N
229,4,29/07/2022,flup,16,84,N,N,N,N,0,0,0,0,N
,,,,,,,,,,,,,,
75,5,01/08/2022,control,20,84,N,N,N,N,0,0,0,0,N
118,5,01/08/2022,control,18,84,N,N,N,N,0,0,0,0,N
135,5,01/08/2022,sivanto,19,84,N,N,N,N,0,0,0,0,N
140,5,01/08/2022,flup,18,84,N,N,N,N,0,0,0,0,N
191,5,01/08/2022,flup,17,84,N,N,N,N,0,0,0,0,N
216,5,01/08/2022,control,17,84,N,N,N,N,0,0,0,0,N
250,5,01/08/2022,sivanto,20,84,N,N,N,N,0,0,0,0,N
314,5,01/08/2022,sivanto,17,84,N,N,N,N,0,0,0,0,N
315,5,01/08/2022,flup,20,84,N,N,N,N,0,0,0,0,N
264,5,01/08/2022,sivanto,18,84,N,N,N,N,0,0,0,0,N
277,5,01/08/2022,control,19,84,N,N,N,N,0,0,0,0,N
300,5,01/08/2022,flup,19,84,N,N,N,N,0,0,0,0,N
,,,,,,,,,,,,,,
51,1,02/08/2022,sivanto,1,105,N,N,N,N,0,0,0,0,N
7,1,02/08/2022,sivanto,2,105,N,N,N,N,0,0,0,0,N
34,1,02/08/2022,control,1,105,N,N,N,N,0,0,0,0,N
17,1,02/08/2022,flup,2,105,N,N,N,N,0,0,0,0,N
117,1,02/08/2022,flup,3,105,N,N,N,N,0,0,0,0,N
8,1,02/08/2022,control,2,105,N,N,N,N,0,0,0,0,N
185,1,02/08/2022,control,3,105,N,N,N,N,0,0,0,0,N
57,1,02/08/2022,flup,1,105,N,N,N,N,0,0,0,0,N
12,1,02/08/2022,sivanto,3,105,N,N,N,N,0,0,0,0,N
171,1,02/08/2022,sivanto,4,105,N,N,N,N,0,0,0,0,N
177,1,02/08/2022,flup,4,105,N,N,N,N,0,0,0,0,N
116,1,02/08/2022,control,4,105,N,N,N,N,0,0,0,0,N
,,,,,,,,,,,,,,
198,3,03/08/2022,flup,12,98,N,N,N,N,0,0,0,0,N
83,3,03/08/2022,sivanto,11,98,N,N,N,N,0,0,0,0,N
159,3,03/08/2022,sivanto,10,98,N,N,N,N,0,0,0,0,N
77,3,03/08/2022,flup,11,98,N,N,N,N,0,0,0,0,N
105,3,03/08/2022,control,9,98,N,N,N,N,0,0,0,0,N
181,3,03/08/2022,flup,9,98,N,N,N,N,0,0,0,0,N
72,3,03/08/2022,control,12,98,N,N,N,N,0,0,0,0,N
197,3,03/08/2022,sivanto,9,98,N,N,N,N,0,0,0,0,N
174,3,03/08/2022,sivanto,12,98,N,N,N,N,0,0,0,0,N
203,3,03/08/2022,control,11,98,N,N,N,N,0,0,0,0,N
123,3,03/08/2022,flup,10,98,N,N,N,N,0,0,0,0,N
4,3,03/08/2022,control,10,98,N,N,N,N,0,0,0,0,N
,,,,,,,,,,,,,,
96,2,04/08/2022,control,5,105,N,N,N,N,0,0,0,0,N
76,2,04/08/2022,sivanto,5,105,N,N,N,N,0,0,0,0,N
46,2,04/08/2022,flup,5,105,N,N,N,N,0,0,0,0,N
104,2,04/08/2022,sivanto,6,105,N,N,N,N,0,0,0,0,N
87,2,04/08/2022,control,6,105,N,N,N,N,0,0,0,0,N
33,2,04/08/2022,control,7,105,N,N,N,N,0,0,0,0,N
170,2,04/08/2022,flup,7,105,N,N,N,N,0,0,0,0,N
119,2,04/08/2022,flup,8,105,N,N,N,N,0,0,0,0,N
124,2,04/08/2022,flup,6,105,N,N,N,N,0,0,0,0,N
131,2,04/08/2022,control,8,105,N,N,N,N,0,0,0,0,N
127,2,04/08/2022,sivanto,7,105,N,N,N,N,0,0,0,0,N
143,2,04/08/2022,sivanto,8,105,N,N,N,N,0,0,0,0,N
,,,,,,,,,,,,,,
42,4,05/08/2022,sivanto,13,91,N,N,N,N,0,0,0,0,N
39,4,05/08/2022,control,13,91,N,N,N,N,0,0,0,0,N
79,4,05/08/2022,control,15,91,N,N,N,N,0,0,0,0,N
84,4,05/08/2022,sivanto,15,91,N,N,N,N,0,0,0,0,N
134,4,05/08/2022,flup,13,91,N,N,N,N,0,0,0,0,N
163,4,05/08/2022,sivanto,14,91,N,N,N,N,0,0,0,0,N
176,4,05/08/2022,sivanto,16,91,N,N,N,N,0,0,0,0,N
194,4,05/08/2022,flup,14,91,N,N,N,N,0,0,0,0,N
214,4,05/08/2022,control,16,91,N,N,N,N,0,0,0,0,N
248,4,05/08/2022,control,14,91,N,N,N,N,0,0,0,0,N
237,4,05/08/2022,flup,15,91,N,N,N,N,0,0,0,0,N
229,4,05/08/2022,flup,16,91,N,N,N,N,0,0,0,0,N
